project_id,num_floors,floor_area_sqm,built_up_area_sqft,room_count,bathroom_count,foundation_excavation_m3,foundation_concrete_m3,total_concrete_m3,steel_kg_estimate,total_brickwork_m3,roof_area_sqm,floor_tile_sqm,wall_plaster_sqm,paint_sqm,electrical_points,total_plumbing_fixtures,total_labour_days,structural_complexity_score,foundation_days,structure_days,masonry_days,roofing_days,electrical_days,plumbing_days,plastering_days,finishing_days,painting_days,external_work_days,handover_days,total_duration_days
RP0887,3,319.33,3437.24,7,4,167.14,78.93,271.11,41909.97,236.4,334.14,859.97,2874.59,2493.96,64,19,2926,2.547,52,184,101,25,18,18,107,52,64,14,5,486
RP0888,3,321.67,3462.42,7,4,177.89,81.44,242.6,49179.18,249.31,413.67,880.3,2938.27,2664.57,63,21,2746,2.493,54,196,105,30,19,18,110,49,69,12,4,508
RP0889,1,317.87,3421.52,7,2,113.75,51.35,104.97,11864.07,86.8,356.9,247.94,960.01,854.72,49,9,1139,1.567,34,65,43,23,14,9,38,29,27,12,6,204
RP0890,1,227.15,2445.02,5,3,73.38,38.12,79.84,8410.09,51.73,259.85,163.64,631.14,626.03,37,13,712,1.428,24,54,30,20,11,14,28,21,18,10,4,153
RP0891,3,341.59,3676.84,8,4,170.34,81.98,273.66,51055.19,267.08,379.93,751.5,3072.69,3047.48,73,21,3228,2.511,55,210,114,27,19,20,115,46,75,14,4,538
RP0892,3,293.17,3155.65,8,4,152.75,72.21,231.71,41759.2,229.56,332.51,667.02,2682.21,2266.82,64,21,2814,2.505,52,179,98,23,18,19,98,44,60,12,5,463
RP0893,2,143.45,1544.08,5,3,61.26,29.31,80.84,12188.57,71.69,159.44,230.91,740.74,709.04,47,16,884,1.774,24,70,37,16,13,18,31,26,21,8,5,180
RP0894,3,161.27,1735.89,7,3,87.01,38.76,122.83,23122.71,130.84,184.02,383.77,1552.9,1388.96,62,17,1470,2.28,33,110,61,15,19,16,63,28,36,10,4,290
RP0895,2,156.96,1689.5,6,3,66.44,32.45,94.81,13130.21,81.74,202.06,254.21,858.69,732.38,54,15,999,1.83,26,75,42,15,15,14,36,28,24,8,5,199
RP0896,1,229.39,2469.13,7,2,82.76,35.53,78.7,8001.44,61.49,247.2,203.49,673.4,622.03,46,10,848,1.536,26,51,35,20,14,10,28,24,20,9,4,157
RP0897,1,298.94,3217.76,5,3,102.83,50.04,108.07,10997.23,78.53,327.19,273.49,867.95,843.98,44,13,1034,1.541,32,68,39,21,13,13,34,26,25,12,4,193
RP0898,1,272.66,2934.88,6,3,99.33,43.32,95.42,9689.57,66.18,347.72,243.72,799.0,758.79,48,15,909,1.541,30,61,36,23,12,14,33,26,23,7,5,181
RP0899,2,285.12,3069.0,8,4,124.6,56.03,163.14,23747.14,162.56,308.11,509.56,1685.53,1515.42,59,19,1718,2.129,40,114,71,23,16,19,66,35,40,10,5,316
RP0900,3,164.61,1771.85,4,4,93.2,43.79,137.81,24943.89,119.97,173.37,434.11,1402.73,1346.58,49,21,1423,2.222,34,117,56,16,15,21,56,27,37,11,4,288
RP0901,2,307.1,3305.59,6,2,130.11,66.76,177.0,27012.22,164.92,334.73,539.81,1683.06,1669.34,54,10,1881,1.965,42,124,72,23,15,12,65,35,43,10,4,330
RP0902,1,186.9,2011.77,6,3,70.32,31.95,63.04,6459.02,54.93,215.08,148.01,493.6,411.23,42,14,628,1.379,24,43,32,15,11,13,21,22,16,6,4,135
RP0903,2,130.3,1402.54,5,3,59.23,24.79,67.34,10989.52,64.9,142.4,227.25,690.67,670.28,49,16,866,1.752,21,67,32,11,16,15,30,25,24,9,5,174
RP0904,2,161.69,1740.41,6,3,69.39,34.9,90.96,13298.95,79.21,184.32,236.38,893.16,813.62,57,15,1063,1.93,29,75,38,15,15,14,35,26,22,9,5,196
RP0905,2,106.52,1146.57,4,3,46.5,22.5,60.7,8073.33,52.19,116.62,160.96,572.23,512.77,42,15,680,1.725,20,56,28,12,13,13,27,19,17,6,4,146
RP0906,2,309.66,3333.15,8,4,131.86,56.69,174.86,24955.55,159.47,358.7,485.48,1723.93,1738.29,61,20,2012,2.056,39,120,73,24,18,17,65,32,45,11,5,325
RP0907,2,289.88,3120.24,5,2,134.29,56.76,170.87,22962.1,135.88,344.65,476.72,1450.97,1409.33,49,11,1814,1.888,43,115,59,25,15,11,58,31,39,10,4,302
RP0908,1,340.41,3664.14,7,3,112.48,57.07,118.26,12751.64,85.52,417.41,279.81,902.0,857.13,52,12,1112,1.617,37,74,43,26,14,12,38,25,25,11,4,211
RP0909,1,302.99,3261.35,6,3,107.56,48.56,103.89,10016.6,79.58,352.63,233.36,882.6,828.76,43,14,1050,1.504,33,60,39,23,13,15,36,23,24,11,4,186
RP0910,1,262.47,2825.2,5,2,103.28,44.32,98.81,9275.76,59.33,311.52,219.11,776.1,794.4,43,9,955,1.488,31,59,31,21,12,10,31,25,25,9,5,177
RP0911,3,308.03,3315.6,8,4,172.47,79.78,251.9,43393.56,243.07,404.28,693.2,2807.74,2580.83,63,21,2771,2.48,52,186,106,27,19,16,104,43,68,13,5,488
RP0912,1,246.71,2655.56,7,3,77.04,37.7,85.25,9722.27,64.92,321.05,220.04,673.85,679.23,55,13,758,1.536,25,57,35,22,15,16,28,25,20,10,5,165
RP0913,3,233.83,2516.92,6,4,111.66,57.74,158.94,36072.85,165.09,293.03,536.37,2073.58,1866.82,56,20,2032,2.295,40,148,70,21,14,19,80,32,50,10,4,371
RP0914,3,208.71,2246.53,7,3,110.79,48.03,168.84,31423.77,162.8,237.95,522.78,1786.59,1839.68,56,17,1992,2.415,38,142,72,18,17,16,69,41,49,12,5,357
RP0915,1,275.39,2964.27,8,3,105.02,43.95,89.17,10177.17,64.38,320.7,200.1,915.65,778.93,59,16,910,1.56,30,64,35,22,15,15,37,27,25,12,5,189
RP0916,2,377.24,4060.57,7,5,177.09,78.08,237.5,31217.21,185.95,448.08,550.87,2364.07,2335.9,69,23,2417,2.138,51,147,81,30,18,22,89,38,61,12,5,411
RP0917,2,244.21,2628.65,5,3,94.23,54.34,140.61,22294.71,113.51,285.06,352.96,1269.8,1063.4,44,16,1447,1.904,36,108,53,21,14,17,50,26,29,9,4,265
RP0918,3,272.98,2938.33,7,4,135.73,68.77,221.96,43935.35,227.18,339.83,635.44,2478.2,2350.96,59,22,2538,2.42,46,179,94,24,18,21,95,40,60,11,4,450
RP0919,2,313.05,3369.64,8,4,137.26,58.25,169.57,27261.54,181.41,382.04,542.51,1834.13,1594.02,54,18,1998,2.062,41,123,83,26,14,19,71,40,43,10,5,343
RP0920,2,117.59,1265.73,5,3,51.45,24.4,63.72,10450.44,58.73,130.66,190.13,649.29,606.83,46,16,708,1.697,22,63,34,13,13,17,30,17,17,7,4,161
RP0921,3,250.28,2693.99,8,2,136.92,57.52,181.56,34887.67,174.01,292.3,624.31,2354.12,2366.52,65,12,2392,2.469,43,153,78,22,20,11,89,40,62,11,5,409
RP0922,1,279.41,3007.54,8,2,111.83,45.76,98.07,9840.96,73.41,350.45,210.82,853.52,722.72,49,11,921,1.594,33,58,39,22,13,12,35,30,21,9,6,188
RP0923,3,359.44,3868.98,8,5,169.99,86.95,285.83,51975.87,321.67,451.18,950.54,3268.68,2929.41,80,26,3250,2.551,54,209,134,30,21,24,121,53,74,12,4,555
RP0924,2,212.79,2290.45,7,3,102.22,39.47,121.94,17262.0,115.03,253.64,384.05,1324.89,1202.38,72,13,1430,1.822,32,91,53,19,19,13,53,32,35,11,5,256
RP0925,3,338.67,3645.41,7,4,171.69,87.24,282.66,50620.02,233.58,352.56,836.84,2957.67,2569.53,62,18,3112,2.573,56,212,101,24,17,18,110,49,66,13,5,522
RP0926,2,244.59,2632.74,5,3,114.84,43.77,132.2,19661.81,117.66,289.97,376.83,1346.1,1234.6,42,16,1549,1.856,36,99,54,21,13,16,51,28,33,10,4,263
RP0927,3,198.61,2137.82,6,4,95.22,49.8,162.62,29718.99,144.0,206.19,535.69,1576.05,1587.25,53,22,1764,2.333,37,133,64,17,17,20,64,38,41,9,6,329
RP0928,2,172.37,1855.37,3,3,72.53,34.05,92.03,14933.06,74.72,192.14,285.57,958.1,842.09,34,15,1016,1.788,28,81,35,17,13,15,39,21,24,8,3,201
RP0929,1,106.58,1147.22,3,1,37.84,18.16,36.89,3639.3,21.77,121.34,92.37,276.97,262.67,25,5,350,1.16,15,34,17,12,8,8,15,16,11,7,3,96
RP0930,2,246.71,2655.56,8,4,110.08,48.01,133.34,18812.26,138.24,277.06,433.35,1480.2,1368.64,69,19,1776,2.08,35,96,65,20,19,18,58,34,37,8,6,280
RP0931,3,186.85,2011.23,6,2,95.67,42.42,131.18,25856.24,141.68,208.57,496.04,1750.0,1539.33,52,14,1511,2.219,33,120,64,16,16,12,67,34,41,11,4,312
RP0932,3,137.01,1474.76,6,4,75.46,33.79,101.89,21025.9,102.94,171.66,334.87,1135.09,1147.38,52,18,1312,2.23,28,104,49,15,16,19,46,26,31,8,4,249
RP0933,2,295.07,3176.1,7,3,140.77,58.12,161.88,25893.87,152.84,355.99,507.3,1848.82,1876.84,62,16,1832,2.031,41,118,69,25,17,14,71,37,50,11,6,337
RP0934,1,220.52,2373.66,5,1,87.9,34.64,68.66,8122.02,54.16,258.63,197.18,600.86,554.99,35,6,708,1.377,27,49,30,18,11,8,27,23,18,8,4,150
RP0935,2,226.04,2433.07,7,3,101.42,45.13,133.77,18233.98,119.73,266.28,381.28,1250.71,1062.95,55,15,1529,1.908,32,93,55,20,16,15,51,29,29,11,3,248
RP0936,1,161.19,1735.03,5,3,56.57,24.04,48.28,5572.42,40.62,189.74,132.91,438.89,445.65,44,13,503,1.391,21,42,26,14,12,14,21,20,17,6,4,126
RP0937,1,290.82,3130.36,7,4,106.78,47.12,97.89,10258.39,78.05,341.5,253.55,920.51,927.61,50,18,966,1.55,31,62,40,23,14,17,37,25,26,13,4,191
RP0938,1,254.4,2738.34,5,2,94.53,38.45,82.85,9514.5,59.15,261.83,199.81,668.61,680.12,34,11,842,1.36,30,57,32,20,13,11,29,20,19,10,4,164
RP0939,3,292.04,3143.49,8,4,155.72,75.73,238.08,44940.25,229.74,358.72,738.97,2646.74,2348.97,69,21,2590,2.481,49,186,100,27,19,19,99,47,62,13,6,473
RP0940,3,335.63,3612.69,8,4,163.78,81.66,290.77,50134.06,264.78,382.42,776.37,3113.47,2921.15,51,21,2961,2.503,52,210,112,28,17,19,115,47,75,11,6,536
RP0941,1,128.56,1383.81,2,1,46.11,18.34,40.5,4388.55,25.92,140.31,113.51,314.38,272.33,16,5,405,1.137,17,37,18,11,7,8,16,17,12,8,4,105
RP0942,2,376.19,4049.27,8,4,175.66,72.6,190.52,32841.7,194.95,483.78,615.19,2211.09,1919.51,67,20,2321,2.149,50,141,84,31,18,19,84,37,48,12,4,386
RP0943,1,222.67,2396.8,6,2,82.68,33.75,81.56,7917.58,56.67,245.07,175.0,602.9,527.81,43,10,731,1.468,25,52,30,18,11,11,26,23,17,8,5,151
RP0944,3,388.6,4182.85,8,5,195.15,92.57,326.6,56070.66,322.53,464.66,961.62,3356.17,3283.31,75,27,3915,2.514,59,233,133,30,19,24,125,51,82,15,4,594
RP0945,1,274.05,2949.85,6,2,103.0,44.51,94.58,10444.78,74.68,323.67,207.2,750.39,733.16,44,11,843,1.569,31,59,36,22,11,13,33,24,22,11,5,178
RP0946,1,228.25,2456.86,4,2,79.64,37.35,86.08,7314.8,50.65,242.32,194.47,587.27,565.0,32,10,719,1.366,26,52,28,16,10,10,25,21,19,9,5,149
RP0947,3,127.66,1374.12,7,3,58.14,29.26,99.52,19841.84,97.47,151.5,332.45,1186.2,1032.07,63,15,1253,2.194,25,101,46,13,18,17,49,33,31,8,6,249
RP0948,3,86.64,932.58,5,4,42.68,20.54,70.66,11744.15,62.13,90.86,202.09,734.16,639.82,58,21,826,2.171,20,72,33,10,18,19,33,23,18,7,3,173
RP0949,3,382.29,4114.93,8,4,206.05,92.69,312.52,54040.12,325.47,443.78,996.94,3460.45,3433.35,68,24,3495,2.609,60,222,134,30,18,22,128,54,86,13,4,593
RP0950,2,238.66,2568.91,5,2,107.45,48.02,136.22,21194.84,115.24,301.21,435.17,1389.52,1429.23,40,11,1296,1.828,35,104,53,22,13,11,55,33,38,11,4,277
RP0951,3,398.19,4286.08,8,4,219.8,92.04,298.38,57936.48,355.65,459.39,1019.44,3271.53,2801.19,69,20,3680,2.53,63,229,149,31,18,20,121,53,71,15,4,589
RP0952,1,367.16,3952.07,7,2,122.2,58.64,125.29,12754.5,102.56,443.64,307.67,1041.26,959.3,47,9,1196,1.714,38,72,50,30,14,9,41,31,28,14,5,223
RP0953,2,213.17,2294.54,6,4,92.56,40.34,124.16,17751.9,106.23,248.49,368.65,1096.38,1093.5,51,22,1281,1.948,33,95,49,18,13,20,43,30,30,9,4,242
RP0954,2,140.4,1511.25,4,2,62.16,26.58,81.37,11680.69,69.79,168.33,253.76,772.78,654.61,40,12,899,1.697,24,69,34,14,12,11,32,21,19,8,3,173
RP0955,2,85.07,915.68,4,2,36.44,17.33,44.82,7451.18,37.49,96.55,137.97,443.34,385.16,35,9,492,1.689,19,50,22,11,12,9,20,19,17,6,5,130
RP0956,3,295.64,3182.24,6,4,158.16,73.8,242.95,41920.26,204.19,294.27,758.66,2508.5,2496.07,52,20,2622,2.388,50,181,87,22,15,19,95,45,67,12,5,462
RP0957,3,152.1,1637.19,6,2,74.92,33.0,124.91,24346.09,108.74,178.36,358.23,1282.61,1204.5,51,11,1463,2.3,29,114,52,16,18,10,53,29,32,11,5,272
RP0958,1,93.15,1002.66,4,2,31.26,13.95,33.55,3252.67,21.3,112.76,82.64,239.09,226.58,35,8,288,1.171,13,31,17,10,10,10,13,23,10,6,5,97
RP0959,1,166.54,1792.62,4,2,59.45,25.11,60.22,6033.98,34.35,175.92,121.88,444.18,399.25,30,9,553,1.352,22,41,21,14,9,9,19,18,12,8,3,119
RP0960,2,84.78,912.56,4,3,35.9,17.0,44.49,7324.89,37.08,100.83,145.14,444.78,456.27,36,16,569,1.718,20,49,21,11,13,15,22,23,16,7,5,135
RP0961,1,134.57,1448.5,5,2,47.15,19.5,40.22,4831.48,33.17,174.71,109.02,374.83,383.95,38,10,462,1.346,18,35,23,13,11,11,19,19,14,8,4,112
RP0962,1,200.04,2153.21,4,2,72.18,29.89,70.15,7031.98,45.99,222.18,177.56,538.65,482.95,28,9,622,1.293,24,50,28,16,9,10,24,23,18,9,5,146
RP0963,1,80.77,869.4,3,1,27.19,12.53,25.53,2885.29,17.82,87.55,62.09,215.78,180.32,23,6,250,1.184,13,28,12,8,8,7,12,16,10,8,5,85
RP0964,2,233.23,2510.46,7,3,96.99,48.26,136.39,19047.06,127.03,269.9,398.0,1386.62,1145.25,54,15,1401,1.839,32,97,60,20,15,14,54,37,33,10,4,266
RP0965,2,80.97,871.55,4,3,36.91,14.68,41.41,6760.83,35.49,95.9,126.59,410.23,417.39,40,16,532,1.669,14,47,23,10,12,15,20,18,16,7,3,119
RP0966,2,114.25,1229.78,5,2,51.56,23.49,65.42,10242.82,46.96,138.53,197.47,589.56,525.76,43,11,697,1.742,19,61,27,12,12,12,28,21,17,7,4,152
RP0967,1,179.55,1932.66,6,3,75.66,30.95,61.19,6331.98,39.86,217.84,142.3,505.05,496.16,48,15,675,1.34,24,43,25,16,13,13,23,23,18,8,5,136
RP0968,1,339.34,3652.62,7,1,125.0,55.59,107.49,11598.86,88.24,385.16,253.51,992.38,847.2,50,6,1212,1.585,36,69,43,26,14,7,40,27,23,12,4,207
RP0969,3,157.35,1693.7,7,4,82.96,37.89,125.15,21759.93,136.27,169.09,430.68,1390.65,1183.06,66,21,1565,2.29,30,109,63,16,17,19,54,35,33,10,4,277
RP0970,3,209.54,2255.47,6,5,116.24,55.39,170.93,30618.48,156.38,219.49,562.74,1799.17,1551.28,66,24,1906,2.247,38,142,69,16,19,23,70,38,42,10,5,348
RP0971,2,364.28,3921.07,6,3,150.64,70.25,197.13,30541.65,186.43,423.23,577.97,2068.05,2108.44,44,17,2232,2.073,47,138,81,28,14,15,77,37,56,14,5,381
RP0972,2,156.23,1681.64,5,2,73.17,29.26,84.76,12528.62,69.77,186.63,256.86,837.09,817.02,40,11,1006,1.715,25,71,35,14,13,11,34,19,25,8,4,185
RP0973,3,267.48,2879.13,7,3,140.18,62.7,214.83,40046.49,219.97,314.36,678.11,2461.76,2391.7,64,16,2620,2.455,46,171,95,23,20,14,93,44,62,12,5,444
RP0974,2,195.47,2104.02,4,2,87.03,41.08,114.38,17869.99,84.71,213.66,312.32,1101.67,924.05,43,11,1127,1.715,31,88,38,17,13,12,43,28,27,9,4,224
RP0975,2,95.13,1023.97,6,3,40.69,20.42,54.0,7390.72,55.36,114.39,169.52,519.55,433.07,48,16,672,1.649,20,53,31,12,16,14,25,24,17,6,5,147
RP0976,3,157.2,1692.09,6,3,81.19,40.44,128.69,23842.02,124.98,180.87,417.27,1313.67,1083.26,53,16,1396,2.252,31,114,56,16,16,16,52,30,31,8,4,273
RP0977,2,353.69,3807.08,7,3,148.36,67.15,201.75,28475.64,183.56,409.45,593.05,1913.6,1865.24,59,16,2029,2.129,45,138,80,27,16,16,74,36,48,12,4,366
RP0978,1,139.37,1500.16,6,2,49.21,22.21,48.32,4741.8,37.52,164.51,118.88,415.81,374.75,39,10,497,1.308,16,38,25,13,12,10,20,21,14,9,5,119
RP0979,2,192.61,2073.23,5,2,78.29,36.81,106.0,14990.06,92.24,213.01,322.2,989.2,1012.49,35,11,1126,1.763,30,81,43,17,12,12,40,26,28,10,4,216
RP0980,3,224.63,2417.89,7,4,113.43,53.7,178.69,31020.84,187.37,240.08,509.74,1951.27,1801.91,67,20,1988,2.387,39,144,82,19,18,19,77,34,48,9,4,369
RP0981,1,277.44,2986.34,5,2,101.91,42.23,93.51,9360.82,69.44,326.6,200.21,814.44,713.69,38,10,859,1.531,29,56,36,22,11,10,34,21,21,9,3,170
RP0982,1,148.7,1600.59,3,1,46.25,24.35,53.43,5512.86,32.65,177.41,130.45,393.75,395.08,22,5,482,1.23,17,44,20,15,6,6,20,18,13,7,4,118
RP0983,1,290.6,3127.99,7,2,105.46,46.19,96.63,9961.32,76.87,330.6,226.04,911.96,756.82,52,10,941,1.554,31,60,40,22,15,10,36,21,23,11,5,184
RP0984,3,359.64,3871.13,8,4,195.59,78.36,257.58,48860.2,320.48,395.56,831.02,3025.37,2981.83,57,19,3070,2.565,57,200,135,28,17,17,114,47,77,14,4,542
RP0985,2,213.63,2299.49,7,4,87.14,38.77,109.09,17307.76,122.98,259.37,348.67,1199.35,1097.7,54,16,1300,1.853,30,88,57,20,15,17,47,29,30,10,4,240
RP0986,3,177.08,1906.07,7,3,85.18,42.95,150.96,27522.17,127.71,205.23,428.73,1518.09,1295.12,64,15,1564,2.349,33,127,60,17,20,16,59,35,36,9,5,305
RP0987,1,159.95,1721.69,3,2,64.75,24.61,53.51,5662.73,37.1,171.94,122.98,415.94,398.79,28,10,493,1.255,19,40,22,13,8,11,21,17,13,9,3,117
RP0988,3,111.37,1198.78,5,3,53.22,25.33,84.07,16233.9,92.9,121.48,294.02,929.47,867.68,47,17,1051,2.279,24,90,43,12,15,15,38,28,26,8,5,217
RP0989,3,304.17,3274.06,8,4,172.05,68.49,219.5,45254.79,259.93,375.21,799.44,2743.21,2413.98,70,21,2734,2.467,48,185,111,24,20,19,102,44,61,11,4,476
RP0990,2,193.27,2080.34,6,4,87.99,36.95,105.63,16155.12,101.03,215.42,300.07,1077.34,1034.82,50,20,1226,1.84,29,86,46,17,13,19,44,25,30,9,4,227
RP0991,1,127.05,1367.55,4,3,48.52,20.29,45.96,4384.01,27.81,155.37,115.57,363.05,370.39,33,14,448,1.327,19,37,19,15,12,15,19,20,12,7,5,114
RP0992,3,212.68,2289.27,6,4,115.61,52.0,171.36,32413.23,173.32,240.61,493.8,1920.4,1582.09,52,19,1896,2.285,38,145,75,20,15,18,74,33,43,10,4,357
RP0993,3,306.8,3302.36,6,4,168.03,67.6,228.06,47039.6,241.52,314.05,729.48,2783.97,2728.99,59,21,2816,2.506,49,190,102,23,16,20,106,44,71,12,4,491
RP0994,3,186.6,2008.54,7,5,93.08,44.04,137.98,25255.33,151.94,214.99,464.9,1509.8,1287.54,64,25,1629,2.256,33,121,69,19,18,23,60,36,36,8,5,306
RP0995,2,354.99,3821.08,7,2,156.85,66.22,163.84,28095.47,182.23,433.8,518.77,2067.32,2122.67,54,11,2186,2.063,47,123,79,28,15,13,79,34,56,13,3,363
RP0996,3,194.37,2092.18,6,2,107.91,42.96,157.9,28711.33,153.24,237.17,509.86,1647.02,1604.12,55,11,1808,2.353,36,127,67,18,17,11,67,34,42,9,4,325
RP0997,2,256.77,2763.85,7,3,116.28,48.61,146.04,20110.7,131.69,304.47,455.51,1422.1,1166.73,53,16,1481,2.022,36,105,60,21,16,15,57,33,32,11,5,280
RP0998,1,83.01,893.51,2,1,28.48,13.75,29.08,2870.54,18.31,97.33,74.69,209.19,179.92,16,6,273,1.159,17,29,12,10,7,8,12,11,7,4,3,81
RP0999,3,231.1,2487.54,5,4,121.78,53.93,187.98,36069.5,165.26,269.22,562.26,1902.46,1937.28,49,19,1972,2.425,40,152,71,20,15,19,74,34,50,12,5,372
RP1000,1,230.66,2482.8,4,3,74.59,38.9,81.32,7914.64,52.93,284.31,174.36,569.46,480.55,35,15,703,1.248,25,50,29,19,8,15,27,18,17,10,4,146
